"id_transaksi","id_pelanggan","tanggal_transaksi","pedas","sayuran","metode_pembayaran"
3284,40,"2024-04-09",0,"sawi hijau","debit"
3285,136,"2024-03-12",4,"tanpa sayur","qris"
3286,171,"2024-05-08",0,"tanpa sayur","cash"
3287,162,"2024-06-01",4,"tanpa sayur","cash"
3288,112,"2024-04-03",1,"sawi putih","transfer"
3289,86,"2024-09-15",3,"sawi putih","cash"
3290,49,"2024-08-06",1,"tanpa sayur","cash"
3291,149,"2025-01-09",1,"sawi putih","cash"
3292,197,"2024-12-19",4,"sawi hijau","cash"
3293,188,"2025-01-20",2,"tanpa sayur","cash"
3294,150,"2024-05-08",0,"sawi hijau","cash"
3295,95,"2024-07-09",3,"tanpa sayur","qris"
3296,114,"2024-04-10",3,"sawi putih","cash"
3297,1,"2025-03-14",0,"sawi putih","qris"
3298,104,"2024-04-09",1,"sawi hijau","debit"
3299,197,"2024-07-31",4,"sawi hijau","cash"
3300,109,"2024-05-04",1,"sawi putih","cash"
3301,119,"2024-04-28",3,"sawi putih","qris"
3302,169,"2024-05-28",2,"tanpa sayur","cash"
3303,36,"2024-04-20",0,"tanpa sayur","qris"
3304,200,"2024-12-10",1,"sawi hijau","transfer"
3305,143,"2025-02-01",2,"tanpa sayur","cash"
3306,201,"2024-10-06",1,"tanpa sayur","cash"
3307,106,"2024-10-15",2,"tanpa sayur","cash"
3308,194,"2024-03-04",3,"sawi hijau","qris"
3309,135,"2024-09-30",3,"sawi hijau","cash"
3310,54,"2024-12-14",0,"sawi hijau","cash"
3311,172,"2024-11-26",3,"sawi putih","cash"
3312,67,"2024-02-12",1,"sawi putih","qris"
3313,140,"2024-06-23",0,"sawi hijau","cash"
3314,157,"2024-05-07",0,"sawi hijau","cash"
3315,60,"2025-02-22",4,"tanpa sayur","qris"
3316,96,"2025-02-26",4,"sawi hijau","cash"
3317,3,"2024-04-08",4,"tanpa sayur","debit"
3318,78,"2024-01-25",1,"sawi putih","qris"
3319,158,"2024-04-25",3,"sawi hijau","cash"
3320,166,"2024-03-01",1,"tanpa sayur","qris"
3321,49,"2024-03-19",5,"tanpa sayur","cash"
3322,142,"2024-02-16",4,"sawi hijau","cash"
3323,209,"2024-04-29",3,"sawi putih","cash"
3324,105,"2024-07-09",3,"sawi putih","qris"
3325,211,"2024-03-13",2,"sawi putih","debit"
3326,136,"2025-03-28",3,"sawi putih","qris"
3327,9,"2024-06-20",1,"sawi putih","cash"
3328,114,"2024-08-16",0,"sawi putih","cash"
3329,122,"2024-07-28",1,"sawi hijau","cash"
3330,86,"2024-03-17",0,"sawi hijau","cash"
3331,106,"2025-01-04",4,"tanpa sayur","debit"
3332,131,"2025-03-20",3,"sawi hijau","cash"
3333,101,"2024-03-11",1,"sawi putih","cash"
3334,15,"2025-03-05",1,"sawi hijau","debit"
3335,182,"2025-01-27",2,"sawi putih","qris"
3336,61,"2024-01-27",4,"sawi putih","qris"
3337,198,"2024-08-01",4,"tanpa sayur","qris"
3338,183,"2024-09-10",0,"sawi putih","qris"
3339,200,"2025-03-05",0,"sawi putih","qris"
3340,176,"2024-07-12",3,"sawi putih","cash"
3341,67,"2024-03-22",2,"sawi putih","cash"
3342,114,"2024-09-27",4,"sawi hijau","qris"
3343,48,"2024-08-30",4,"sawi putih","qris"
3344,62,"2025-01-27",4,"sawi putih","transfer"
3345,94,"2024-07-21",0,"tanpa sayur","cash"
3346,177,"2024-05-13",0,"sawi putih","cash"
3347,24,"2025-02-13",0,"tanpa sayur","cash"
3348,1,"2024-03-25",4,"sawi hijau","qris"
3349,42,"2024-02-15",3,"sawi hijau","debit"
3350,94,"2024-07-21",0,"sawi hijau","cash"
3351,166,"2024-02-16",1,"sawi putih","qris"
3352,98,"2024-08-17",2,"tanpa sayur","cash"
3353,208,"2024-04-28",2,"sawi putih","qris"
3354,198,"2024-09-30",3,"tanpa sayur","debit"
3355,150,"2024-09-15",0,"sawi putih","cash"
3356,24,"2024-05-27",0,"sawi hijau","cash"
3357,68,"2025-02-02",0,"tanpa sayur","cash"
3358,135,"2025-03-03",0,"sawi putih","debit"
3359,106,"2024-07-22",2,"sawi putih","cash"
3360,212,"2024-04-07",2,"tanpa sayur","cash"
3361,183,"2024-04-03",4,"sawi putih","cash"
3362,139,"2024-05-30",4,"sawi hijau","cash"
3363,205,"2024-09-28",1,"sawi hijau","cash"
3364,133,"2024-01-08",3,"sawi hijau","cash"
3365,194,"2024-04-26",1,"sawi putih","cash"
3366,158,"2024-09-12",1,"tanpa sayur","cash"
3367,133,"2024-05-10",2,"sawi putih","cash"
3368,205,"2024-03-13",0,"sawi putih","cash"
3369,174,"2024-07-14",0,"sawi hijau","cash"
3370,5,"2024-02-29",2,"sawi hijau","cash"
3371,166,"2025-01-04",2,"sawi hijau","cash"
3372,203,"2024-05-25",4,"sawi hijau","cash"
3373,132,"2024-12-30",1,"tanpa sayur","debit"
3374,46,"2025-02-02",3,"sawi hijau","qris"
3375,120,"2024-10-20",3,"tanpa sayur","cash"
3376,85,"2024-08-03",4,"tanpa sayur","qris"
3377,119,"2024-01-26",3,"sawi putih","debit"
3378,114,"2024-06-01",0,"sawi hijau","qris"
3379,44,"2024-03-29",5,"tanpa sayur","qris"
3380,166,"2024-08-01",1,"sawi putih","qris"
3381,77,"2024-02-17",1,"sawi putih","qris"
3382,18,"2024-02-02",1,"sawi putih","cash"
3383,6,"2024-07-16",1,"sawi hijau","debit"
3384,17,"2024-04-13",3,"sawi putih","qris"
3385,85,"2024-02-13",1,"sawi putih","qris"
3386,77,"2025-01-18",0,"sawi putih","cash"
3387,3,"2024-03-22",0,"sawi putih","cash"
3388,155,"2025-03-27",3,"sawi putih","cash"
3389,38,"2024-02-12",0,"tanpa sayur","qris"
3390,77,"2024-05-05",3,"sawi hijau","qris"
3391,25,"2024-10-09",3,"sawi hijau","cash"
3392,84,"2024-10-15",1,"tanpa sayur","cash"
3393,3,"2024-04-21",3,"tanpa sayur","transfer"
3394,212,"2024-07-20",1,"sawi putih","cash"
3395,169,"2024-09-08",3,"sawi hijau","cash"
3396,3,"2025-02-06",5,"sawi hijau","cash"
3397,113,"2025-01-21",2,"sawi putih","qris"
3398,189,"2024-10-15",2,"tanpa sayur","qris"
3399,6,"2024-07-07",3,"tanpa sayur","qris"
3400,176,"2024-04-12",3,"sawi hijau","qris"
3401,119,"2024-08-25",3,"sawi putih","cash"
3402,131,"2024-10-17",3,"sawi hijau","qris"
3403,146,"2024-03-24",1,"sawi putih","cash"
3404,183,"2025-02-12",2,"sawi putih","cash"
3405,119,"2025-02-05",2,"sawi putih","cash"
3406,131,"2025-01-18",4,"sawi putih","cash"
3407,56,"2024-11-26",0,"sawi putih","qris"
3408,166,"2024-04-12",1,"sawi hijau","cash"
3409,40,"2024-06-07",4,"sawi hijau","cash"
3410,204,"2025-03-27",1,"sawi hijau","qris"
3411,137,"2024-02-25",2,"sawi putih","cash"
3412,134,"2025-01-22",3,"sawi hijau","qris"
3413,105,"2024-04-14",1,"sawi hijau","qris"
3414,78,"2025-01-18",3,"tanpa sayur","cash"
3415,36,"2024-01-06",4,"tanpa sayur","cash"
3416,115,"2024-06-07",0,"tanpa sayur","qris"
3417,65,"2024-06-20",4,"tanpa sayur","qris"
3418,172,"2025-03-04",4,"tanpa sayur","qris"
3419,198,"2025-01-06",0,"sawi putih","cash"
3420,182,"2025-01-19",2,"sawi hijau","cash"
3421,211,"2024-02-19",1,"sawi hijau","cash"
3422,3,"2024-01-13",1,"tanpa sayur","qris"
3423,182,"2025-03-29",4,"tanpa sayur","qris"
3424,104,"2024-06-29",2,"sawi hijau","qris"
3425,169,"2024-06-17",3,"tanpa sayur","cash"
3426,184,"2024-05-13",1,"sawi putih","cash"
3427,157,"2025-03-28",3,"sawi putih","qris"
3428,181,"2024-11-05",0,"sawi hijau","qris"
3429,137,"2024-10-18",1,"sawi putih","debit"
3430,159,"2024-07-14",0,"sawi hijau","debit"
3431,19,"2024-05-13",1,"sawi hijau","qris"
3432,141,"2024-04-13",1,"sawi putih","cash"
3433,176,"2025-02-06",4,"sawi putih","cash"
3434,105,"2024-10-12",0,"sawi hijau","cash"
3435,97,"2025-03-14",3,"tanpa sayur","cash"
3436,67,"2024-04-28",3,"sawi hijau","cash"
3437,8,"2025-03-02",3,"sawi putih","cash"
3438,82,"2024-12-20",4,"sawi hijau","cash"
3439,71,"2024-07-31",1,"sawi putih","cash"
3440,114,"2024-08-16",1,"sawi hijau","cash"
3441,119,"2025-03-29",4,"sawi hijau","cash"
3442,122,"2025-03-19",2,"tanpa sayur","qris"
3443,14,"2024-12-02",1,"sawi putih","debit"
3444,186,"2024-05-20",4,"sawi hijau","cash"
3445,157,"2024-02-20",4,"sawi hijau","debit"
3446,163,"2024-12-22",0,"sawi hijau","cash"
3447,181,"2024-10-06",2,"sawi putih","cash"
3448,85,"2024-05-07",0,"sawi putih","qris"
3449,112,"2025-01-23",4,"tanpa sayur","debit"
3450,174,"2024-05-13",1,"sawi putih","qris"
3451,46,"2024-07-14",1,"sawi putih","cash"
3452,113,"2024-01-23",0,"tanpa sayur","qris"
3453,81,"2024-09-14",1,"sawi putih","qris"
3454,15,"2024-02-20",3,"tanpa sayur","qris"
3455,183,"2024-12-26",3,"tanpa sayur","qris"
3456,169,"2025-02-26",3,"tanpa sayur","qris"
3457,96,"2024-10-14",1,"tanpa sayur","cash"
3458,155,"2024-05-22",3,"sawi putih","qris"
3459,135,"2024-04-22",0,"sawi hijau","cash"
3460,174,"2024-02-17",4,"sawi hijau","cash"
3461,171,"2024-07-06",4,"tanpa sayur","cash"
3462,133,"2025-02-18",3,"sawi putih","cash"
3463,137,"2024-07-25",4,"sawi putih","qris"
3464,27,"2024-08-16",0,"sawi putih","cash"
3465,163,"2025-03-14",3,"tanpa sayur","transfer"
3466,172,"2024-08-07",4,"sawi hijau","cash"
3467,68,"2024-12-18",4,"sawi hijau","debit"
3468,212,"2024-11-04",0,"sawi putih","qris"
3469,195,"2024-03-26",4,"sawi putih","cash"
3470,108,"2024-09-06",1,"sawi hijau","qris"
3471,84,"2024-05-04",1,"sawi putih","cash"
3472,45,"2024-02-05",0,"sawi putih","cash"
3473,75,"2024-12-07",2,"sawi putih","qris"
3474,1,"2024-02-25",4,"sawi hijau","cash"
3475,79,"2024-04-04",0,"sawi hijau","cash"
3476,205,"2024-08-10",2,"sawi hijau","qris"
3477,137,"2024-03-29",1,"tanpa sayur","qris"
3478,161,"2024-11-27",2,"sawi hijau","cash"
3479,112,"2024-02-29",4,"sawi putih","cash"
3480,98,"2024-08-19",1,"sawi putih","transfer"
3481,71,"2024-10-16",3,"sawi putih","debit"
3482,116,"2024-08-28",0,"sawi putih","debit"
3483,6,"2024-08-13",2,"tanpa sayur","cash"
3484,81,"2024-12-07",0,"sawi putih","transfer"
3485,85,"2024-09-13",3,"sawi hijau","cash"
3486,198,"2024-10-14",3,"sawi putih","qris"
3487,154,"2024-09-24",1,"sawi putih","transfer"
3488,127,"2025-02-20",3,"sawi hijau","transfer"
3489,114,"2025-03-18",4,"sawi putih","qris"
3490,62,"2024-03-01",0,"tanpa sayur","qris"
3491,195,"2024-09-29",3,"tanpa sayur","cash"
3492,15,"2024-04-08",0,"sawi putih","cash"
3493,126,"2024-10-23",4,"sawi hijau","cash"
3494,75,"2024-03-16",4,"tanpa sayur","cash"
3495,169,"2024-09-12",0,"sawi putih","qris"
3496,137,"2024-03-09",1,"tanpa sayur","cash"
3497,41,"2025-01-25",3,"tanpa sayur","qris"
3498,6,"2024-08-09",1,"sawi putih","qris"
3499,28,"2024-09-05",3,"sawi putih","qris"
3500,81,"2024-09-18",0,"sawi hijau","debit"
3501,78,"2024-06-09",4,"tanpa sayur","qris"
3502,154,"2024-11-06",0,"tanpa sayur","qris"
3503,177,"2025-02-27",0,"sawi putih","cash"
3504,176,"2024-10-25",0,"tanpa sayur","cash"
3505,181,"2025-01-02",3,"sawi hijau","cash"
3506,67,"2025-02-05",3,"sawi putih","cash"
3507,136,"2024-01-10",1,"sawi hijau","cash"
3508,106,"2024-09-18",1,"sawi hijau","cash"
3509,175,"2024-01-12",4,"sawi putih","debit"
3510,122,"2024-06-20",3,"tanpa sayur","cash"
3511,111,"2024-01-05",3,"tanpa sayur","debit"
3512,105,"2024-08-18",1,"sawi putih","cash"
3513,197,"2024-07-20",2,"sawi putih","debit"
3514,164,"2024-05-03",1,"tanpa sayur","cash"
3515,17,"2024-10-25",0,"sawi putih","cash"
3516,31,"2025-02-02",4,"tanpa sayur","cash"
3517,154,"2024-03-28",3,"sawi hijau","cash"
3518,134,"2024-01-15",0,"sawi putih","cash"
3519,90,"2024-10-25",0,"sawi hijau","cash"
3520,7,"2024-09-15",3,"sawi putih","cash"
3521,75,"2024-03-14",0,"sawi putih","qris"
3522,113,"2024-03-01",2,"sawi putih","cash"
3523,159,"2024-08-26",1,"sawi putih","cash"
3524,189,"2025-01-11",0,"sawi putih","debit"
3525,60,"2024-04-03",0,"tanpa sayur","cash"
3526,77,"2024-02-05",0,"sawi putih","cash"
3527,19,"2024-10-23",2,"sawi putih","cash"
3528,11,"2024-08-22",2,"sawi putih","cash"
3529,34,"2025-01-06",3,"sawi putih","cash"
3530,89,"2024-11-19",3,"sawi hijau","qris"
3531,1,"2024-03-10",0,"sawi hijau","qris"
3532,85,"2024-05-15",3,"sawi putih","qris"
3533,66,"2024-02-16",0,"sawi putih","cash"
3534,157,"2024-05-23",3,"sawi putih","transfer"
3535,180,"2024-10-25",1,"sawi hijau","qris"
3536,132,"2024-01-12",1,"sawi hijau","debit"
3537,71,"2024-09-11",4,"sawi putih","cash"
3538,178,"2024-11-28",0,"sawi hijau","debit"
3539,96,"2024-03-13",1,"sawi putih","cash"
3540,53,"2024-11-15",2,"sawi hijau","qris"
3541,142,"2024-12-30",1,"sawi putih","cash"
3542,183,"2024-11-12",2,"tanpa sayur","transfer"
3543,133,"2024-10-25",0,"sawi hijau","debit"
3544,154,"2025-03-30",1,"tanpa sayur","qris"
3545,1,"2025-01-06",0,"tanpa sayur","transfer"
3546,10,"2024-05-24",1,"sawi hijau","cash"
3547,207,"2024-04-09",3,"sawi hijau","cash"
3548,198,"2024-06-23",2,"sawi putih","cash"
3549,208,"2024-03-06",3,"sawi hijau","cash"
3550,86,"2024-08-23",1,"sawi hijau","debit"
3551,44,"2024-01-14",3,"sawi putih","cash"
3552,89,"2025-03-02",4,"sawi putih","cash"
3553,182,"2024-03-14",1,"sawi putih","qris"
3554,59,"2024-03-13",3,"sawi hijau","qris"
3555,85,"2024-04-14",2,"sawi putih","qris"
3556,75,"2024-11-03",4,"sawi putih","qris"
3557,85,"2024-03-02",3,"sawi putih","debit"
3558,24,"2024-03-09",5,"sawi putih","cash"
3559,110,"2024-08-24",4,"sawi putih","cash"
3560,114,"2024-03-31",1,"tanpa sayur","cash"
3561,183,"2025-01-14",0,"sawi putih","cash"
3562,102,"2024-02-20",4,"sawi putih","cash"
3563,141,"2024-03-14",4,"sawi putih","transfer"
3564,111,"2024-09-17",0,"tanpa sayur","cash"
3565,127,"2024-01-13",0,"sawi hijau","debit"
3566,3,"2024-05-07",1,"sawi putih","cash"
3567,143,"2025-03-06",3,"sawi hijau","debit"
3568,92,"2025-03-12",0,"sawi hijau","qris"
3569,65,"2024-11-04",0,"sawi hijau","debit"
3570,106,"2024-10-06",5,"tanpa sayur","debit"
3571,5,"2025-02-13",0,"sawi putih","cash"
3572,186,"2024-05-26",0,"sawi putih","cash"
3573,114,"2024-09-11",4,"tanpa sayur","qris"
3574,101,"2024-03-25",0,"sawi hijau","debit"
3575,113,"2025-02-19",3,"sawi putih","qris"
3576,105,"2024-08-01",3,"sawi hijau","qris"
3577,132,"2024-01-23",5,"sawi putih","qris"
3578,96,"2024-07-24",4,"tanpa sayur","cash"
3579,96,"2024-10-05",1,"sawi hijau","qris"
3580,85,"2024-03-12",1,"sawi putih","debit"
3581,115,"2024-09-08",1,"sawi hijau","cash"
3582,35,"2024-07-17",2,"sawi putih","qris"
3583,8,"2024-08-03",0,"sawi putih","cash"
3584,62,"2024-02-16",1,"tanpa sayur","cash"
3585,111,"2025-01-27",4,"sawi hijau","cash"
3586,171,"2024-08-21",1,"sawi hijau","transfer"
3587,93,"2025-03-18",4,"sawi hijau","qris"
3588,25,"2024-12-18",3,"sawi hijau","cash"
3589,150,"2024-03-21",2,"tanpa sayur","qris"
3590,121,"2025-03-14",0,"tanpa sayur","cash"
3591,198,"2024-09-05",0,"sawi hijau","cash"
3592,156,"2025-01-28",0,"sawi putih","cash"
3593,81,"2024-11-27",4,"tanpa sayur","cash"
3594,90,"2025-02-01",1,"tanpa sayur","cash"
3595,120,"2024-08-10",1,"sawi putih","qris"
3596,192,"2024-04-29",0,"tanpa sayur","cash"
3597,67,"2024-06-15",3,"sawi hijau","cash"
3598,84,"2024-04-23",2,"sawi hijau","debit"
3599,176,"2024-11-24",4,"sawi hijau","cash"
3600,119,"2024-11-27",4,"sawi putih","cash"
3601,162,"2024-06-20",4,"sawi hijau","cash"
3602,142,"2024-09-29",0,"sawi putih","cash"
3603,61,"2024-02-16",1,"sawi putih","debit"
3604,134,"2024-10-05",1,"tanpa sayur","qris"
3605,93,"2024-02-14",0,"sawi putih","qris"
3606,116,"2025-02-04",1,"sawi hijau","debit"
3607,110,"2024-12-30",2,"tanpa sayur","qris"
3608,95,"2024-12-21",3,"tanpa sayur","debit"
3609,183,"2024-08-21",1,"sawi putih","cash"
3610,111,"2025-01-20",0,"sawi putih","qris"
3611,26,"2024-02-12",1,"sawi putih","qris"
3612,132,"2024-09-24",5,"sawi putih","cash"
3613,161,"2024-08-26",1,"sawi hijau","cash"
3614,130,"2024-09-02",1,"sawi putih","cash"
3615,136,"2024-06-16",0,"sawi putih","cash"
3616,129,"2024-01-10",0,"sawi hijau","debit"
3617,175,"2024-11-01",3,"sawi hijau","qris"
3618,187,"2024-07-19",1,"sawi putih","qris"
3619,5,"2025-01-20",3,"sawi hijau","qris"
3620,116,"2025-03-14",0,"sawi hijau","qris"
3621,105,"2024-03-31",1,"sawi hijau","debit"
3622,154,"2024-10-27",0,"sawi putih","qris"
3623,137,"2024-10-27",4,"sawi putih","cash"
3624,14,"2024-09-16",1,"sawi hijau","qris"
3625,67,"2025-02-24",1,"sawi hijau","cash"
3626,175,"2024-10-02",4,"tanpa sayur","qris"
3627,135,"2024-06-29",0,"tanpa sayur","qris"
3628,22,"2024-10-23",5,"sawi hijau","cash"
3629,174,"2024-10-25",0,"sawi hijau","cash"
3630,178,"2024-04-25",0,"tanpa sayur","debit"
3631,126,"2024-03-22",5,"sawi hijau","qris"
3632,36,"2024-12-29",0,"sawi hijau","qris"
3633,202,"2024-07-03",2,"sawi putih","debit"
3634,182,"2024-05-11",2,"sawi hijau","debit"
3635,98,"2024-10-21",0,"sawi hijau","cash"
3636,70,"2024-09-02",3,"tanpa sayur","cash"
3637,141,"2024-04-16",2,"tanpa sayur","cash"
3638,132,"2024-11-19",4,"sawi hijau","qris"
3639,97,"2024-06-28",4,"sawi hijau","cash"
3640,205,"2024-07-10",3,"tanpa sayur","cash"
3641,162,"2025-02-18",1,"sawi putih","qris"
3642,164,"2024-09-05",1,"sawi hijau","cash"
3643,109,"2024-11-16",1,"tanpa sayur","transfer"
3644,113,"2024-11-03",0,"sawi putih","cash"
3645,56,"2024-02-12",0,"tanpa sayur","qris"
3646,174,"2024-05-09",0,"sawi hijau","cash"
3647,139,"2024-08-10",0,"sawi hijau","cash"
3648,153,"2025-03-06",2,"sawi putih","cash"
3649,117,"2025-03-12",1,"sawi putih","cash"
3650,93,"2024-09-15",3,"tanpa sayur","cash"
3651,126,"2024-05-05",3,"tanpa sayur","debit"
3652,106,"2024-04-26",3,"sawi putih","cash"
3653,19,"2025-01-27",2,"sawi putih","cash"
3654,3,"2025-02-01",1,"tanpa sayur","cash"
3655,171,"2024-08-23",3,"tanpa sayur","cash"
3656,53,"2024-01-12",0,"sawi hijau","cash"
3657,89,"2024-09-12",4,"sawi putih","cash"
3658,104,"2024-05-03",5,"tanpa sayur","qris"
3659,5,"2025-02-18",4,"sawi putih","cash"
3660,139,"2024-06-24",4,"tanpa sayur","cash"
3661,24,"2024-04-27",4,"sawi hijau","cash"
3662,30,"2025-01-14",3,"sawi hijau","qris"
3663,136,"2024-09-30",1,"tanpa sayur","cash"
3664,92,"2025-01-21",4,"sawi hijau","cash"
3665,96,"2024-02-09",3,"sawi putih","qris"
3666,44,"2024-12-07",4,"sawi putih","cash"
3667,28,"2024-01-23",1,"sawi hijau","qris"
3668,20,"2024-08-21",5,"sawi putih","cash"
3669,139,"2024-11-14",3,"sawi hijau","cash"
3670,55,"2025-03-20",4,"sawi putih","cash"
3671,98,"2024-05-26",1,"sawi putih","cash"
3672,71,"2024-05-27",3,"sawi putih","qris"
3673,6,"2024-05-12",3,"sawi putih","debit"
3674,55,"2024-12-14",4,"sawi hijau","cash"
3675,8,"2024-09-24",0,"tanpa sayur","cash"
3676,172,"2024-08-07",5,"tanpa sayur","cash"
3677,119,"2024-09-30",1,"sawi putih","cash"
3678,35,"2024-10-22",4,"sawi hijau","debit"
3679,114,"2024-06-14",1,"sawi hijau","cash"
3680,97,"2024-06-17",1,"sawi hijau","cash"
3681,22,"2024-09-13",0,"sawi putih","debit"
3682,67,"2025-02-21",3,"sawi putih","qris"
3683,34,"2024-08-02",2,"sawi putih","cash"
3684,92,"2024-10-17",1,"tanpa sayur","debit"
3685,161,"2024-06-16",4,"sawi putih","qris"
3686,150,"2024-10-27",3,"sawi hijau","cash"
3687,42,"2024-11-03",3,"tanpa sayur","qris"
3688,146,"2024-03-28",4,"sawi hijau","cash"
3689,113,"2025-01-29",4,"sawi putih","qris"
3690,161,"2024-04-02",0,"sawi putih","qris"
3691,139,"2024-02-11",4,"sawi putih","qris"
3692,19,"2024-04-03",1,"sawi putih","cash"
3693,177,"2025-01-07",5,"sawi hijau","qris"
3694,86,"2024-11-21",5,"sawi putih","cash"
3695,124,"2025-02-26",1,"sawi hijau","qris"
3696,127,"2024-08-08",4,"sawi hijau","cash"
3697,26,"2024-03-19",4,"sawi hijau","qris"
3698,159,"2024-10-18",4,"sawi putih","qris"
3699,188,"2025-01-18",3,"sawi putih","qris"
3700,86,"2024-09-12",1,"tanpa sayur","cash"
3701,209,"2024-01-04",2,"sawi hijau","qris"
3702,108,"2025-02-06",3,"sawi hijau","cash"
3703,3,"2024-02-16",5,"tanpa sayur","cash"
3704,186,"2024-11-29",0,"sawi putih","qris"
3705,89,"2024-01-17",5,"tanpa sayur","cash"
3706,42,"2024-07-12",3,"tanpa sayur","qris"
3707,7,"2025-03-17",3,"sawi putih","qris"
3708,5,"2024-12-31",4,"sawi hijau","cash"
3709,36,"2025-03-14",0,"sawi putih","cash"
3710,2,"2025-03-27",1,"sawi hijau","debit"
3711,209,"2024-10-01",4,"sawi putih","qris"
3712,45,"2024-06-29",3,"sawi hijau","cash"
3713,136,"2024-11-17",5,"sawi putih","qris"
3714,169,"2024-03-14",3,"sawi hijau","qris"
3715,176,"2024-01-28",0,"tanpa sayur","qris"
3716,209,"2025-01-20",3,"sawi hijau","qris"
3717,135,"2025-03-01",1,"sawi putih","cash"
3718,3,"2024-12-11",2,"sawi hijau","cash"
3719,119,"2024-10-27",3,"sawi hijau","cash"
3720,77,"2024-08-09",0,"sawi hijau","qris"
3721,140,"2024-09-23",1,"tanpa sayur","debit"
3722,25,"2024-03-21",2,"sawi hijau","cash"
3723,176,"2025-01-06",5,"sawi putih","cash"
3724,68,"2025-03-03",5,"sawi putih","qris"
3725,54,"2024-09-13",4,"tanpa sayur","cash"
3726,176,"2024-08-08",1,"sawi hijau","cash"
3727,195,"2025-02-05",3,"sawi putih","debit"
3728,1,"2024-02-18",3,"tanpa sayur","cash"
3729,51,"2024-12-13",1,"sawi hijau","debit"
3730,174,"2025-01-14",0,"sawi putih","cash"
3731,10,"2025-02-06",1,"sawi hijau","cash"
3732,140,"2024-09-29",0,"sawi putih","qris"
3733,51,"2025-01-25",1,"sawi hijau","debit"
3734,176,"2024-04-27",3,"sawi putih","cash"
3735,209,"2024-11-28",4,"sawi hijau","cash"
3736,199,"2024-01-08",3,"sawi hijau","cash"
3737,181,"2024-06-20",2,"sawi hijau","cash"
3738,56,"2024-03-15",0,"sawi putih","cash"
3739,113,"2024-05-13",3,"tanpa sayur","cash"
3740,9,"2025-02-09",2,"sawi putih","cash"
3741,81,"2024-11-27",3,"tanpa sayur","debit"
3742,135,"2024-05-27",3,"sawi hijau","qris"
3743,183,"2024-04-27",1,"sawi putih","debit"
3744,111,"2024-06-20",4,"tanpa sayur","cash"
3745,162,"2024-12-18",5,"tanpa sayur","qris"
3746,175,"2024-11-21",4,"sawi hijau","cash"
3747,98,"2025-01-06",2,"tanpa sayur","cash"
3748,89,"2025-01-20",2,"sawi hijau","cash"
3749,67,"2024-01-23",0,"sawi hijau","qris"
3750,24,"2024-01-15",4,"sawi putih","qris"
3751,194,"2024-02-17",5,"sawi putih","cash"
3752,74,"2024-06-24",1,"sawi putih","cash"
3753,198,"2024-12-30",2,"tanpa sayur","cash"
3754,183,"2024-04-11",1,"sawi putih","cash"
3755,62,"2024-10-08",3,"sawi hijau","qris"
3756,44,"2024-03-13",0,"sawi putih","cash"
3757,182,"2024-10-14",0,"sawi hijau","cash"
3758,137,"2025-03-05",2,"sawi putih","qris"
3759,59,"2025-03-09",0,"sawi hijau","cash"
3760,36,"2024-08-18",1,"sawi putih","qris"
3761,89,"2025-03-28",5,"sawi hijau","qris"
3762,174,"2024-01-26",1,"sawi putih","cash"
3763,98,"2024-01-17",0,"sawi putih","qris"
3764,7,"2024-02-17",1,"sawi putih","cash"
3765,169,"2025-02-17",4,"tanpa sayur","qris"
3766,7,"2024-11-12",5,"sawi putih","cash"
3767,135,"2024-01-12",3,"sawi hijau","cash"
3768,86,"2024-10-09",0,"sawi hijau","cash"
3769,113,"2024-12-02",2,"sawi putih","cash"
3770,121,"2025-01-02",0,"sawi hijau","cash"
3771,55,"2024-05-17",5,"sawi hijau","qris"
3772,62,"2024-07-04",1,"sawi hijau","qris"
3773,116,"2024-02-19",0,"sawi hijau","cash"
3774,47,"2024-08-02",1,"sawi putih","cash"
3775,188,"2024-07-31",4,"sawi hijau","debit"
3776,177,"2024-11-23",4,"sawi hijau","qris"
3777,22,"2024-03-07",2,"sawi putih","qris"
3778,86,"2024-02-10",4,"sawi hijau","qris"
3779,133,"2024-02-13",3,"sawi putih","cash"
3780,150,"2024-05-07",1,"sawi hijau","cash"
3781,97,"2024-07-07",4,"sawi hijau","debit"
3782,182,"2024-05-07",2,"sawi putih","cash"
3783,199,"2024-01-27",5,"sawi putih","debit"
3784,142,"2024-03-02",5,"sawi hijau","qris"
3785,195,"2025-02-24",2,"tanpa sayur","debit"
3786,24,"2024-03-06",4,"sawi putih","cash"
3787,55,"2024-01-29",4,"sawi putih","cash"
3788,60,"2024-02-16",4,"sawi putih","cash"
3789,35,"2024-10-26",3,"tanpa sayur","debit"
3790,26,"2025-02-24",2,"sawi hijau","debit"
3791,127,"2024-12-25",0,"sawi putih","cash"
3792,212,"2024-07-06",4,"sawi hijau","cash"
3793,147,"2025-03-11",0,"tanpa sayur","qris"
3794,9,"2024-08-30",1,"sawi putih","qris"
3795,53,"2024-09-24",1,"sawi putih","qris"
3796,112,"2024-11-21",1,"tanpa sayur","cash"
3797,143,"2024-05-27",1,"sawi putih","cash"
3798,94,"2024-03-05",4,"tanpa sayur","cash"
3799,49,"2024-03-26",3,"sawi putih","cash"
3800,6,"2024-09-19",2,"tanpa sayur","qris"
3801,101,"2024-12-08",4,"sawi putih","qris"
3802,160,"2024-01-28",2,"sawi putih","qris"
